Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Month,Order Year,Shipping Days,Discount Tiers
2017-06-04,2017-06-08,Standard Class,ML-18040,Michelle Lonsdale,Corporate,United States,Missouri City,TX,77489,Central,Office Supplies,Binders,6.37,7,0.8,-9.555,June,2017,4 days,>30%
2014-09-01,2014-09-04,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,TX,77036,Central,Office Supplies,Binders,3.648,3,0.8,-6.0192,September,2014,3 days,>30%
2014-09-01,2014-09-04,First Class,JL-15130,Jack Lebron,Consumer,United States,Houston,TX,77036,Central,Office Supplies,Paper,31.104,6,0.2,10.8864,September,2014,3 days,10-20%
2016-08-08,2016-08-13,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,Jackson,MS,39212,South,Office Supplies,Fasteners,23.34,3,0.0,0.2334,August,2016,5 days,0%
2017-07-22,2017-07-28,Standard Class,FH-14365,Fred Hopkins,Corporate,United States,New York City,NY,10009,East,Technology,Phones,29.97,3,0.0,14.0859,July,2017,6 days,0%
2015-07-10,2015-07-10,Same Day,EH-13945,Eric Hoffmann,Consumer,United States,Tempe,AZ,85281,West,Office Supplies,Binders,3.366,3,0.7,-2.244,July,2015,0 days,>30%
2014-12-01,2014-12-07,Standard Class,TB-21280,Toby Braunhardt,Consumer,United States,Jacksonville,NC,28540,South,Technology,Phones,95.968,4,0.2,9.5968,December,2014,6 days,10-20%
2017-12-18,2017-12-22,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,Philadelphia,PA,19134,East,Office Supplies,Art,18.704,7,0.2,2.338,December,2017,4 days,10-20%
2014-05-18,2014-05-20,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,OH,44312,East,Furniture,Furnishings,149.232,3,0.2,3.7308,May,2014,2 days,10-20%
2014-05-18,2014-05-20,Second Class,TT-21070,Ted Trevino,Consumer,United States,Akron,OH,44312,East,Office Supplies,Paper,15.936,4,0.2,5.7768,May,2014,2 days,10-20%
2014-11-10,2014-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,CA,92037,West,Technology,Phones,601.536,8,0.2,60.1536,November,2014,6 days,10-20%
2014-11-10,2014-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,CA,92037,West,Technology,Accessories,10.99,1,0.0,4.2861,November,2014,6 days,0%
2014-11-10,2014-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,CA,92037,West,Furniture,Furnishings,39.88,2,0.0,11.1664,November,2014,6 days,0%
2014-11-10,2014-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,CA,92037,West,Office Supplies,Paper,62.24,8,0.0,28.008,November,2014,6 days,0%
2014-11-10,2014-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,CA,92037,West,Furniture,Furnishings,53.2,5,0.0,14.896,November,2014,6 days,0%
2014-11-10,2014-11-16,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,CA,92037,West,Office Supplies,Labels,39.84,8,0.0,18.3264,November,2014,6 days,0%
2016-01-09,2016-01-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,CA,93727,West,Technology,Accessories,349.95,5,0.0,118.983,January,2016,6 days,0%
2016-01-09,2016-01-15,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Fresno,CA,93727,West,Technology,Phones,377.928,9,0.2,141.723,January,2016,6 days,10-20%
2017-09-22,2017-09-27,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Pearland,TX,77581,Central,Office Supplies,Envelopes,13.392,3,0.2,5.022,September,2017,5 days,10-20%
2017-09-22,2017-09-27,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Pearland,TX,77581,Central,Office Supplies,Binders,11.228,7,0.8,-18.5262,September,2017,5 days,>30%
2014-12-23,2014-12-28,Standard Class,SF-20200,Sarah Foster,Consumer,United States,Richmond,IN,47374,Central,Office Supplies,Appliances,207.24,11,0.0,58.0272,December,2014,5 days,0%
2016-05-26,2016-06-01,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,PA,19134,East,Office Supplies,Art,1.504,1,0.2,0.1692,May,2016,6 days,10-20%
2016-05-26,2016-06-01,Standard Class,TH-21235,Tiffany House,Corporate,United States,Philadelphia,PA,19134,East,Office Supplies,Appliances,34.848,2,0.2,6.534,May,2016,6 days,10-20%
2017-07-08,2017-07-10,First Class,VG-21790,Vivek Gonzalez,Consumer,United States,San Mateo,CA,94403,West,Office Supplies,Labels,75.18,6,0.0,35.3346,July,2017,2 days,0%
2014-05-13,2014-05-17,Standard Class,NP-18325,Naresj Patel,Consumer,United States,Oakland,CA,94601,West,Technology,Accessories,149.97,3,0.0,52.4895,May,2014,4 days,0%
2017-11-10,2017-11-16,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,NY,10024,East,Office Supplies,Binders,931.176,3,0.2,314.2719,November,2017,6 days,10-20%
2017-11-10,2017-11-16,Standard Class,FH-14275,Frank Hawley,Corporate,United States,New York City,NY,10024,East,Technology,Phones,430.88,2,0.0,124.9552,November,2017,6 days,0%
2015-10-02,2015-10-08,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,NJ,8701,East,Office Supplies,Paper,94.85,5,0.0,45.528,October,2015,6 days,0%
2015-10-02,2015-10-08,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,NJ,8701,East,Office Supplies,Envelopes,51.12,4,0.0,23.004,October,2015,6 days,0%
2015-10-02,2015-10-08,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,Lakewood,NJ,8701,East,Technology,Accessories,90.0,1,0.0,32.4,October,2015,6 days,0%
2014-10-02,2014-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,AZ,85281,West,Office Supplies,Paper,9.408,2,0.2,3.4104,October,2014,3 days,10-20%
2014-10-02,2014-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,AZ,85281,West,Office Supplies,Fasteners,4.672,2,0.2,1.46,October,2014,3 days,10-20%
2014-10-02,2014-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,AZ,85281,West,Technology,Phones,318.4,2,0.2,107.46,October,2014,3 days,10-20%
2014-10-02,2014-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,AZ,85281,West,Office Supplies,Envelopes,12.768,6,0.2,4.6284,October,2014,3 days,10-20%
2014-10-02,2014-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,AZ,85281,West,Office Supplies,Supplies,15.36,2,0.2,-3.264,October,2014,3 days,10-20%
2014-10-02,2014-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,AZ,85281,West,Technology,Phones,230.376,3,0.2,20.1579,October,2014,3 days,10-20%
2014-10-02,2014-10-05,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,AZ,85281,West,Technology,Accessories,7.16,1,0.2,-0.0895,October,2014,3 days,10-20%
2014-08-11,2014-08-16,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,New York City,NY,10035,East,Office Supplies,Storage,375.34,1,0.0,18.767,August,2014,5 days,0%
2017-09-01,2017-09-05,Second Class,BN-11515,Bradley Nguyen,Consumer,United States,New York City,NY,10009,East,Furniture,Furnishings,114.9,5,0.0,39.066,September,2017,4 days,0%
2017-04-16,2017-04-22,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,TX,77095,Central,Office Supplies,Binders,26.046,3,0.8,-44.2782,April,2017,6 days,>30%
2017-04-16,2017-04-22,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,TX,77095,Central,Office Supplies,Binders,2.896,1,0.8,-4.7784,April,2017,6 days,>30%
2017-04-16,2017-04-22,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,Houston,TX,77095,Central,Office Supplies,Storage,32.544,2,0.2,-7.7292,April,2017,6 days,10-20%
2016-04-24,2016-04-27,First Class,JL-15130,Jack Lebron,Consumer,United States,Riverside,CA,92503,West,Office Supplies,Binders,3.984,1,0.2,1.3944,April,2016,3 days,10-20%
2016-01-15,2016-01-15,Same Day,RC-19825,Roy Collins,Consumer,United States,Fairfield,CT,6824,East,Furniture,Tables,181.797,1,0.3,-15.5826,January,2016,0 days,20-30%
2016-05-02,2016-05-02,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,NY,10024,East,Office Supplies,Storage,44.94,3,0.0,12.5832,May,2016,0 days,0%
2016-05-02,2016-05-02,Same Day,CC-12475,Cindy Chapman,Consumer,United States,New York City,NY,10024,East,Office Supplies,Binders,45.576,3,0.2,15.9516,May,2016,0 days,10-20%
2016-11-20,2016-11-27,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,TX,77095,Central,Furniture,Chairs,318.43,5,0.3,-77.333,November,2016,7 days,20-30%
2016-11-20,2016-11-27,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,TX,77095,Central,Technology,Phones,122.92,7,0.2,46.095,November,2016,7 days,10-20%
2016-11-20,2016-11-27,Standard Class,DW-13195,David Wiener,Corporate,United States,Houston,TX,77095,Central,Furniture,Furnishings,7.068,3,0.6,-2.8272,November,2016,7 days,>30%
2016-02-01,2016-02-03,First Class,CK-12760,Cyma Kinney,Corporate,United States,Arlington,VA,22204,South,Office Supplies,Storage,56.45,5,0.0,14.677,February,2016,2 days,0%
2017-03-31,2017-04-05,Second Class,EG-13900,Emily Grady,Consumer,United States,Chicago,IL,60623,Central,Office Supplies,Binders,13.468,13,0.8,-22.8956,March,2017,5 days,>30%
2017-12-01,2017-12-05,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,TX,75051,Central,Technology,Phones,219.8,5,0.2,24.7275,December,2017,4 days,10-20%
2017-12-01,2017-12-05,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Grand Prairie,TX,75051,Central,Furniture,Chairs,317.058,3,0.3,-18.1176,December,2017,4 days,20-30%
2017-12-10,2017-12-12,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,WA,98103,West,Technology,Accessories,49.08,3,0.0,4.908,December,2017,2 days,0%
2017-12-10,2017-12-12,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,WA,98103,West,Office Supplies,Storage,324.9,5,0.0,38.988,December,2017,2 days,0%
2017-12-10,2017-12-12,Second Class,BP-11185,Ben Peterman,Corporate,United States,Seattle,WA,98103,West,Office Supplies,Art,18.24,3,0.0,5.2896,December,2017,2 days,0%
2016-09-17,2016-09-21,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,WA,98103,West,Furniture,Chairs,113.888,2,0.2,9.9652,September,2016,4 days,10-20%
2016-09-17,2016-09-21,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Seattle,WA,98103,West,Technology,Phones,105.584,2,0.2,7.9188,September,2016,4 days,10-20%
2016-12-23,2016-12-29,Standard Class,MC-17590,Matt Collister,Corporate,United States,Grand Rapids,MI,49505,Central,Office Supplies,Fasteners,24.85,7,0.0,11.6795,December,2016,6 days,0%
2017-04-17,2017-04-19,First Class,BG-11740,Bruce Geld,Consumer,United States,Philadelphia,PA,19120,East,Furniture,Furnishings,60.312,3,0.2,5.2773,April,2017,2 days,10-20%
2017-10-27,2017-10-30,Second Class,MA-17560,Matt Abelman,Home Office,United States,Chicago,IL,60610,Central,Office Supplies,Art,7.056,3,0.2,2.205,October,2017,3 days,10-20%
2017-10-27,2017-10-30,Second Class,MA-17560,Matt Abelman,Home Office,United States,Chicago,IL,60610,Central,Technology,Phones,27.184,2,0.2,2.0388,October,2017,3 days,10-20%
2016-07-08,2016-07-14,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,WA,98105,West,Technology,Phones,107.984,1,0.2,9.4486,July,2016,6 days,10-20%
2016-07-08,2016-07-14,Standard Class,CC-12220,Chris Cortes,Consumer,United States,Seattle,WA,98105,West,Office Supplies,Binders,19.296,3,0.2,6.03,July,2016,6 days,10-20%
2015-08-09,2015-08-14,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Jacksonville,FL,32216,South,Office Supplies,Labels,4.608,2,0.2,1.6704,August,2015,5 days,10-20%
2016-12-09,2016-12-14,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,TN,37064,South,Furniture,Tables,79.974,3,0.4,-29.3238,December,2016,5 days,>30%
2016-12-09,2016-12-14,Second Class,DK-12835,Damala Kotsonis,Corporate,United States,Franklin,TN,37064,South,Office Supplies,Binders,2.946,2,0.7,-2.0622,December,2016,5 days,>30%
2016-11-13,2016-11-17,Standard Class,LB-16795,Laurel Beltran,Home Office,United States,Highland Park,IL,60035,Central,Office Supplies,Binders,3.136,2,0.8,-4.704,November,2016,4 days,>30%
2014-11-14,2014-11-15,First Class,CM-11815,Candace McMahon,Corporate,United States,Pasadena,TX,77506,Central,Office Supplies,Paper,20.736,4,0.2,7.2576,November,2014,1 days,10-20%
2014-11-17,2014-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,CA,94109,West,Technology,Accessories,99.98,2,0.0,7.9984,November,2014,2 days,0%
2014-11-17,2014-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,CA,94109,West,Office Supplies,Paper,733.95,7,0.0,352.296,November,2014,2 days,0%
2014-11-17,2014-11-19,First Class,TS-21205,Thomas Seio,Corporate,United States,San Francisco,CA,94109,West,Office Supplies,Appliances,241.44,3,0.0,72.432,November,2014,2 days,0%
2016-03-04,2016-03-08,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Miami,FL,33180,South,Office Supplies,Labels,10.08,4,0.2,3.528,March,2016,4 days,10-20%
2014-10-11,2014-10-15,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,PA,19120,East,Office Supplies,Storage,281.904,2,0.2,10.5714,October,2014,4 days,10-20%
2014-10-11,2014-10-15,Standard Class,JF-15565,Jill Fjeld,Consumer,United States,Philadelphia,PA,19120,East,Office Supplies,Envelopes,201.432,3,0.2,67.9833,October,2014,4 days,10-20%
2014-05-22,2014-05-29,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,AL,35601,South,Technology,Phones,135.98,2,0.0,33.995,May,2014,7 days,0%
2014-05-22,2014-05-29,Standard Class,EH-14185,Evan Henry,Consumer,United States,Decatur,AL,35601,South,Technology,Phones,44.95,1,0.0,12.586,May,2014,7 days,0%
2014-07-15,2014-07-19,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,SD,57103,Central,Technology,Accessories,2.97,3,0.0,1.3068,July,2014,4 days,0%
2014-07-15,2014-07-19,Standard Class,VW-21775,Victoria Wilson,Corporate,United States,Sioux Falls,SD,57103,Central,Office Supplies,Fasteners,6.54,3,0.0,2.6814,July,2014,4 days,0%
2015-12-27,2015-12-29,Second Class,KN-16450,Kean Nguyen,Corporate,United States,Visalia,CA,93277,West,Technology,Accessories,7.92,8,0.0,3.4848,December,2015,2 days,0%
2015-02-09,2015-02-16,Standard Class,SJ-20215,Sarah Jordon,Consumer,United States,Los Angeles,CA,90049,West,Furniture,Chairs,203.92,5,0.2,22.941,February,2015,7 days,10-20%
2017-05-08,2017-05-12,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Los Angeles,CA,90032,West,Technology,Copiers,3359.952,6,0.2,1049.985,May,2017,4 days,10-20%
2017-11-02,2017-11-06,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,KS,66212,Central,Office Supplies,Fasteners,18.24,3,0.0,9.12,November,2017,4 days,0%
2017-11-02,2017-11-06,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,Overland Park,KS,66212,Central,Office Supplies,Art,27.78,6,0.0,9.1674,November,2017,4 days,0%
2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,VA,22304,South,Office Supplies,Art,22.96,7,0.0,7.5768,April,2014,4 days,0%
2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,VA,22304,South,Technology,Phones,28.99,1,0.0,8.4071,April,2014,4 days,0%
2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,VA,22304,South,Office Supplies,Paper,12.96,2,0.0,6.3504,April,2014,4 days,0%
2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,VA,22304,South,Office Supplies,Art,22.96,7,0.0,6.6584,April,2014,4 days,0%
2014-04-05,2014-04-09,Second Class,GM-14695,Greg Maxwell,Corporate,United States,Alexandria,VA,22304,South,Office Supplies,Supplies,4164.05,5,0.0,83.281,April,2014,4 days,0%
2014-09-17,2014-09-24,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Raleigh,NC,27604,South,Technology,Accessories,47.984,2,0.2,13.1956,September,2014,7 days,10-20%
2014-09-17,2014-09-24,Standard Class,KT-16465,Kean Takahito,Consumer,United States,Raleigh,NC,27604,South,Office Supplies,Paper,4.624,1,0.2,1.6762,September,2014,7 days,10-20%
2014-09-30,2014-10-06,Standard Class,MH-17785,Maya Herman,Corporate,United States,New York City,NY,10035,East,Furniture,Furnishings,15.24,3,0.0,5.1816,September,2014,6 days,0%
2014-09-12,2014-09-17,Standard Class,AF-10885,Art Foster,Consumer,United States,Fairfield,OH,45014,East,Office Supplies,Binders,63.924,7,0.7,-46.8776,September,2014,5 days,>30%
2017-02-20,2017-02-25,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Muskogee,OK,74403,Central,Office Supplies,Art,6.56,2,0.0,1.9024,February,2017,5 days,0%
2017-02-20,2017-02-25,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Muskogee,OK,74403,Central,Office Supplies,Appliances,13.11,3,0.0,3.4086,February,2017,5 days,0%
2015-12-13,2015-12-15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,CA,92592,West,Technology,Phones,494.376,3,0.2,49.4376,December,2015,2 days,10-20%
2015-12-13,2015-12-15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,CA,92592,West,Office Supplies,Binders,29.2,5,0.2,9.855,December,2015,2 days,10-20%
2015-12-13,2015-12-15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,CA,92592,West,Technology,Accessories,248.85,5,0.0,27.3735,December,2015,2 days,0%
2015-12-13,2015-12-15,First Class,RD-19585,Rob Dowd,Consumer,United States,Temecula,CA,92592,West,Technology,Accessories,36.24,1,0.0,15.2208,December,2015,2 days,0%
2016-10-30,2016-11-04,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Sterling Heights,MI,48310,Central,Office Supplies,Art,11.68,2,0.0,3.504,October,2016,5 days,0%
2014-12-26,2014-12-30,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,CA,92024,West,Office Supplies,Supplies,11.91,3,0.0,0.1191,December,2014,4 days,0%
2014-12-26,2014-12-30,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,San Diego,CA,92024,West,Furniture,Furnishings,3.48,2,0.0,1.1136,December,2014,4 days,0%
2014-08-15,2014-08-18,First Class,KH-16510,Keith Herrera,Consumer,United States,Dallas,TX,75081,Central,Office Supplies,Binders,30.96,8,0.8,-52.632,August,2014,3 days,>30%
2017-10-01,2017-10-03,First Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,NY,10035,East,Technology,Machines,1704.89,11,0.0,767.2005,October,2017,2 days,0%
2015-05-23,2015-05-30,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,AZ,85023,West,Office Supplies,Binders,19.194,7,0.7,-12.796,May,2015,7 days,>30%
2015-05-23,2015-05-30,Standard Class,EB-13870,Emily Burns,Consumer,United States,Phoenix,AZ,85023,West,Office Supplies,Appliances,121.792,4,0.2,13.7016,May,2015,7 days,10-20%
2017-11-16,2017-11-16,Same Day,MW-18235,Mitch Willingham,Corporate,United States,San Francisco,CA,94122,West,Technology,Machines,1919.976,3,0.2,215.9973,November,2017,0 days,10-20%
2014-11-18,2014-11-22,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,PA,19140,East,Office Supplies,Binders,50.997,1,0.7,-40.7976,November,2014,4 days,>30%
2014-11-18,2014-11-22,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,PA,19140,East,Office Supplies,Storage,76.792,1,0.2,-16.3183,November,2014,4 days,10-20%
2014-11-18,2014-11-22,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,PA,19140,East,Technology,Phones,539.964,6,0.4,-107.9928,November,2014,4 days,>30%
2014-11-18,2014-11-22,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,PA,19140,East,Furniture,Furnishings,60.312,3,0.2,5.2773,November,2014,4 days,10-20%
2014-11-18,2014-11-22,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Philadelphia,PA,19140,East,Office Supplies,Binders,1.944,3,0.7,-1.4256,November,2014,4 days,>30%
2014-12-30,2015-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,TX,78041,Central,Office Supplies,Envelopes,12.984,3,0.2,4.7067,December,2014,2 days,10-20%
2014-12-30,2015-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,TX,78041,Central,Technology,Phones,217.584,2,0.2,19.0386,December,2014,2 days,10-20%
2014-12-30,2015-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,TX,78041,Central,Technology,Phones,328.776,3,0.2,28.7679,December,2014,2 days,10-20%
2014-12-30,2015-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,TX,78041,Central,Office Supplies,Binders,2.286,3,0.8,-3.6576,December,2014,2 days,>30%
2014-12-30,2015-01-01,Second Class,SP-20620,Stefania Perrino,Corporate,United States,Laredo,TX,78041,Central,Technology,Accessories,47.984,2,0.2,14.3952,December,2014,2 days,10-20%
2015-11-05,2015-11-11,Standard Class,GT-14635,Grant Thornton,Corporate,United States,New York City,NY,10009,East,Office Supplies,Binders,25.344,6,0.2,8.8704,November,2015,6 days,10-20%
2016-09-17,2016-09-22,Standard Class,LW-17215,Luke Weiss,Consumer,United States,New York City,NY,10035,East,Office Supplies,Binders,232.4,5,0.2,78.435,September,2016,5 days,10-20%
2016-03-20,2016-03-25,Second Class,AH-10030,Aaron Hawkins,Corporate,United States,Gulfport,MS,39503,South,Furniture,Furnishings,86.45,7,0.0,38.038,March,2016,5 days,0%
2014-09-27,2014-10-01,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,CA,92037,West,Furniture,Chairs,603.92,5,0.2,45.294,September,2014,4 days,10-20%
2014-09-27,2014-10-01,Standard Class,TH-21100,Thea Hendricks,Consumer,United States,San Diego,CA,92037,West,Office Supplies,Paper,81.98,2,0.0,40.1702,September,2014,4 days,0%
2017-12-24,2017-12-28,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Oceanside,NY,11572,East,Furniture,Chairs,271.764,2,0.1,48.3136,December,2017,4 days,<10%
2017-12-24,2017-12-28,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Oceanside,NY,11572,East,Office Supplies,Binders,14.376,3,0.2,4.8519,December,2017,4 days,10-20%
2017-11-10,2017-11-15,Second Class,EB-13750,Edward Becker,Corporate,United States,Round Rock,TX,78664,Central,Furniture,Furnishings,341.96,5,0.6,-427.45,November,2017,5 days,>30%
2015-09-11,2015-09-15,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Redlands,CA,92374,West,Office Supplies,Art,181.35,9,0.0,48.9645,September,2015,4 days,0%
2015-09-11,2015-09-15,Standard Class,SC-20725,Steven Cartwright,Consumer,United States,Redlands,CA,92374,West,Office Supplies,Labels,8.64,3,0.0,4.2336,September,2015,4 days,0%
2014-12-20,2014-12-25,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,TN,38401,South,Office Supplies,Appliances,43.512,7,0.2,3.8073,December,2014,5 days,10-20%
2014-12-20,2014-12-25,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,TN,38401,South,Furniture,Chairs,662.88,3,0.2,74.574,December,2014,5 days,10-20%
2014-12-20,2014-12-25,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Columbia,TN,38401,South,Office Supplies,Paper,25.92,5,0.2,9.072,December,2014,5 days,10-20%
2015-07-23,2015-07-27,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,NY,10009,East,Office Supplies,Appliances,68.94,3,0.0,20.682,July,2015,4 days,0%
2015-07-23,2015-07-27,Standard Class,TH-21550,Tracy Hopkins,Home Office,United States,New York City,NY,10009,East,Furniture,Furnishings,128.82,3,0.0,50.2398,July,2015,4 days,0%
2014-11-11,2014-11-15,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,TX,77095,Central,Office Supplies,Binders,896.99,5,0.8,-1480.0335,November,2014,4 days,>30%
2014-11-11,2014-11-15,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,TX,77095,Central,Office Supplies,Binders,1.234,1,0.8,-1.9744,November,2014,4 days,>30%
2014-11-11,2014-11-15,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,TX,77095,Central,Office Supplies,Art,67.56,3,0.2,6.756,November,2014,4 days,10-20%
2014-11-11,2014-11-15,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,TX,77095,Central,Office Supplies,Paper,21.72,5,0.2,7.8735,November,2014,4 days,10-20%
2014-11-11,2014-11-15,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,TX,77095,Central,Office Supplies,Paper,262.336,8,0.2,95.0968,November,2014,4 days,10-20%
2014-11-11,2014-11-15,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,TX,77095,Central,Technology,Phones,148.48,2,0.2,16.704,November,2014,4 days,10-20%
2014-11-11,2014-11-15,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Houston,TX,77095,Central,Technology,Phones,241.176,3,0.2,15.0735,November,2014,4 days,10-20%
2017-12-14,2017-12-20,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,IL,60653,Central,Technology,Accessories,227.976,3,0.2,28.497,December,2017,6 days,10-20%
2017-12-14,2017-12-20,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,IL,60653,Central,Technology,Phones,52.68,3,0.2,19.755,December,2017,6 days,10-20%
2017-12-14,2017-12-20,Standard Class,GM-14455,Gary Mitchum,Home Office,United States,Chicago,IL,60653,Central,Furniture,Furnishings,2.032,1,0.6,-1.3208,December,2017,6 days,>30%
2017-08-21,2017-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,CA,94601,West,Office Supplies,Art,17.12,4,0.0,4.9648,August,2017,1 days,0%
2017-08-21,2017-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,CA,94601,West,Technology,Phones,431.968,4,0.2,37.7972,August,2017,1 days,10-20%
2017-08-21,2017-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,CA,94601,West,Furniture,Furnishings,129.92,4,0.0,10.3936,August,2017,1 days,0%
2017-08-21,2017-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,CA,94601,West,Furniture,Tables,568.728,3,0.2,28.4364,August,2017,1 days,10-20%
2017-08-21,2017-08-22,First Class,PR-18880,Patrick Ryan,Consumer,United States,Oakland,CA,94601,West,Office Supplies,Binders,117.144,9,0.2,42.4647,August,2017,1 days,10-20%
